projectId,status,updateTime,lenderName,gender,idCard,age,marryCodition,childrenNum,livePlace,domicileLocus,liveYears,education,isReligionBelief,isRaisePet,occupation,occupationYear,job,jobTitle,isSocialInsure,socialInsureMonths,stableWorkYears,isBizExperience,personalIncome,familyIncome,houseNum,houseTotalAmount,carNum,carTotalAmount,merInsureAmount,commonUseMobileNumber,isMobileAuth,mobileNumberNum,moblieUseLongestYears,contactMoreThreeTimesPeoNum,zfbAccountName,zfbLastYearConsumeAmount,tbAccountName,tbSellerCreditLevel,tbDeliveryAddrNum,jdAccountName,jdAccountLevel,jdLastYearConsumeAmount,jdDeliveryAddrNum,mtAccountName,mtAccountLevel,mtThreeMonthConsumeAmount,dzdpAccountName,dzdpAccountLevel,dzdpThreeMonthConsumeAmount,wechatFriendsNum,wechatGroupNum,isEmailAuth,isBlogAuth,creditPassedNum,creditValidNum,creditSingleHighestAmount,creditOverdueNum,creditOverdueNinetyNum,creditOverdrawSixtyLongestTime,creditOverdueNinetyLongestTime,creditOverdrawSixtyLongestTime,creditOverdrawNinetyLongestTime,debitCardNum,houseLoanBalance,houseLoanOverdueLongestTime,houseLoanOverdueNinetyLongestTime,otherLoanBalance,otherLoanOverdueLongestTime,otherLoanOverdueNinetyLongestTime,assetsDealNum,assetsDealTotalAmount,guarantorReturnNum,guarantorReturnTotalAmount,guaranteeBalance,oweTaxAnoumt,isOwedWater,waterFeeOweAmount,isOwedElec,elecFeeOweAmount,isOwedGas,gasFeeOweAmount,dxFeeOweAmount,courtExecNum,discreditCourtExecNum,forceExecNum,forceExecAmount,adminPunishNum,carIlleglNum,sesameCreditScore,threeYearsTourNum,threeYearsMoveNum,interestHobbies,consumePreferences,commonUseEcommerce,isWearWatch
10000010000000020,10,2015-06-07 18:06:43,郑雨,1,2434800183975676,30,1,1,null,null,31,3,0,1,null,15,6,1,0,116,9,1,19000,30000,1,2200000.0,3,1130000.0,580000.0,null,1,3,3,7,1,80000.0,null,488000,15,null,0,0.0,0,null,0,0.0,null,0,0.0,113,10,0,0,2,0,343000.0,0,0,13,8,21,1,6,720000.0,22,20,1940000.0,19,14,2,70000.0,0,270000.0,1240000.0,2550000.0,null,0.0,null,0.0,null,289.0,267.0,4,4,1,166.0,3,6,433,7,2,null,null,null,1
10000010000000021,9,2015-05-23 18:06:43,马月月,0,2245780634004731,51,1,1,null,null,25,6,1,1,null,39,5,0,0,113,25,1,27000,58000,3,2.08E7,0,2060000.0,780000.0,null,0,1,10,6,0,90000.0,null,585000,17,null,0,0.0,0,null,0,0.0,null,0,0.0,40,16,1,1,5,4,1003000.0,4,1,19,12,16,21,5,80000.0,2,11,2720000.0,24,11,1,20000.0,1,400000.0,290000.0,2460000.0,null,0.0,null,2030.0,null,0.0,258.0,5,5,2,9.0,3,2,428,9,10,null,null,null,1
10000010000000022,9,2015-05-03 18:06:43,何夜,0,3345534386110179,37,2,3,null,null,19,5,0,0,null,4,7,0,2,104,3,1,34000,74000,0,7500000.0,0,1840000.0,1500000.0,null,1,0,7,13,0,60000.0,null,89000,1,null,0,0.0,0,null,0,0.0,null,0,0.0,21,7,1,1,4,2,363000.0,3,1,1,0,1,2,3,1510000.0,3,1,1080000.0,3,1,0,40000.0,1,620000.0,1800000.0,50000.0,null,152.0,null,0.0,null,0.0,74.0,5,5,2,296.0,3,5,654,10,9,null,null,null,1
10000010000000023,10,2015-04-11 18:06:43,张娜娜,0,4320045661683214,23,0,2,null,null,14,4,1,0,null,25,1,1,2,193,16,1,19000,28000,3,1.42E7,0,30000.0,50000.0,null,1,1,0,10,0,0.0,null,126000,14,null,0,0.0,0,null,0,0.0,null,0,0.0,35,15,0,0,2,0,263000.0,0,0,12,5,6,17,4,1800000.0,3,17,1380000.0,13,16,0,0.0,2,330000.0,2350000.0,1430000.0,null,277.0,null,0.0,null,0.0,183.0,4,4,1,206.0,2,6,626,3,7,null,null,null,0
10000010000000024,10,2015-04-18 18:06:43,钱贤重,0,5061719789184079,55,0,1,null,null,13,6,1,1,null,31,3,0,0,102,11,1,13000,38000,2,1.12E7,0,2280000.0,920000.0,null,1,2,1,18,1,30000.0,null,496000,4,null,0,0.0,0,null,0,0.0,null,0,0.0,129,17,0,0,6,0,1003000.0,1,2,8,7,1,22,6,430000.0,20,12,2330000.0,13,17,1,0.0,2,230000.0,660000.0,2550000.0,null,33.0,null,0.0,null,103.0,151.0,4,4,1,81.0,1,0,587,10,10,null,null,null,1
10000010000000025,10,2015-06-04 18:06:43,朱明浩,1,9439932591204079,54,3,3,null,null,35,6,0,1,null,8,7,2,0,153,5,1,23000,59000,1,1.9E7,2,2180000.0,570000.0,null,0,0,10,1,0,10000.0,null,20000,17,null,0,0.0,0,null,0,0.0,null,0,0.0,111,9,0,0,6,4,133000.0,5,4,15,1,5,17,3,460000.0,18,5,2830000.0,0,1,0,90000.0,1,530000.0,2070000.0,2540000.0,null,0.0,null,0.0,null,0.0,35.0,4,4,1,44.0,0,0,397,7,9,null,null,null,1
10000010000000026,10,2015-04-18 18:06:43,钱楠楠,1,4505543977367953,60,3,2,null,null,2,1,1,1,null,4,0,1,2,30,3,1,14000,24000,4,3.61E7,2,2690000.0,2120000.0,null,1,1,6,14,1,70000.0,null,732000,12,null,0,0.0,0,null,0,0.0,null,0,0.0,126,0,0,0,4,2,713000.0,2,0,17,9,5,6,1,300000.0,2,8,2190000.0,4,13,2,30000.0,2,630000.0,1150000.0,1620000.0,null,178.0,null,2070.0,null,261.0,82.0,6,6,3,163.0,2,1,651,1,4,null,null,null,1
10000010000000027,9,2015-03-16 18:06:43,潘楠楠,1,8803156481847498,56,0,1,null,null,15,1,0,1,null,22,0,0,2,43,1,1,19000,57000,1,3.39E7,1,1200000.0,2850000.0,null,0,3,7,0,1,20000.0,null,258000,3,null,0,0.0,0,null,0,0.0,null,0,0.0,161,20,1,1,2,0,953000.0,1,0,8,2,2,6,6,310000.0,22,24,950000.0,18,7,1,30000.0,2,840000.0,750000.0,460000.0,null,0.0,null,0.0,null,0.0,171.0,6,6,3,179.0,2,6,620,2,2,null,null,null,1
10000010000000028,10,2015-04-07 18:06:43,孙龙,0,7654022753127606,32,0,3,null,null,39,4,0,1,null,31,0,2,0,167,13,1,10000,24000,0,2.49E7,2,2700000.0,1230000.0,null,0,0,8,17,0,0.0,null,393000,7,null,0,0.0,0,null,0,0.0,null,0,0.0,44,4,0,0,2,0,643000.0,0,1,12,10,12,12,3,690000.0,3,7,470000.0,24,23,0,60000.0,0,260000.0,50000.0,580000.0,null,6.0,null,2480.0,null,65.0,299.0,4,4,1,287.0,2,4,649,4,10,null,null,null,0
10000010000000029,9,2015-03-22 18:06:43,李花,1,8011481263318120,54,2,1,null,null,17,2,0,1,null,38,7,2,0,18,0,0,31000,35000,0,2.44E7,1,1330000.0,1300000.0,null,1,3,8,16,1,20000.0,null,504000,0,null,0,0.0,0,null,0,0.0,null,0,0.0,58,9,0,0,4,3,753000.0,3,0,16,17,23,24,2,860000.0,17,22,860000.0,12,8,1,0.0,0,210000.0,920000.0,1850000.0,null,36.0,null,100.0,null,0.0,19.0,6,6,3,286.0,1,4,648,4,7,null,null,null,0
10000010000000030,10,2015-04-04 18:06:43,李浙东,0,3655751517267534,55,3,0,null,null,33,4,0,0,null,38,1,1,1,174,5,0,1000,7000,4,3.36E7,2,610000.0,2040000.0,null,1,0,9,15,1,0.0,null,347000,7,null,0,0.0,0,null,0,0.0,null,0,0.0,31,4,0,0,3,2,583000.0,0,0,21,17,13,1,5,1450000.0,8,8,460000.0,10,23,2,80000.0,2,410000.0,2850000.0,1820000.0,null,0.0,null,2060.0,null,0.0,92.0,4,4,1,83.0,2,2,678,1,3,null,null,null,1
10000010000000031,9,2015-04-22 18:06:43,何夜,0,8581246291635378,43,3,0,null,null,31,7,1,1,null,17,0,2,1,179,8,0,10000,37000,2,2.91E7,3,1180000.0,1480000.0,null,1,2,4,20,0,50000.0,null,777000,5,null,0,0.0,0,null,0,0.0,null,0,0.0,117,17,1,1,5,0,123000.0,0,4,3,19,22,9,6,590000.0,1,17,1000000.0,15,13,1,0.0,2,400000.0,1770000.0,40000.0,null,0.0,null,80.0,null,0.0,107.0,5,5,2,27.0,0,5,374,0,5,null,null,null,0
10000010000000032,10,2015-05-17 18:06:43,刘亮亮,1,380645245481914,55,2,2,null,null,56,2,1,0,null,17,7,2,2,70,9,1,3000,26000,2,3.1E7,0,2440000.0,60000.0,null,0,0,8,20,0,0.0,null,234000,12,null,0,0.0,0,null,0,0.0,null,0,0.0,195,1,0,0,5,3,923000.0,3,4,23,15,9,10,1,1050000.0,16,8,2270000.0,24,6,0,20000.0,2,560000.0,230000.0,1270000.0,null,83.0,null,0.0,null,4.0,182.0,6,6,3,223.0,2,2,535,5,8,null,null,null,0
10000010000000033,9,2015-04-09 18:06:43,赵雨,1,6454450604565411,22,1,3,null,null,59,3,1,1,null,4,3,1,1,63,0,0,35000,51000,4,2.27E7,1,2410000.0,2600000.0,null,0,1,1,7,1,100000.0,null,23000,4,null,0,0.0,0,null,0,0.0,null,0,0.0,56,16,0,0,6,2,713000.0,2,4,18,17,22,24,1,1740000.0,10,15,2730000.0,14,16,0,0.0,2,820000.0,2720000.0,330000.0,null,0.0,null,0.0,null,257.0,208.0,4,4,1,267.0,0,0,510,9,1,null,null,null,0
10000010000000034,9,2015-04-06 18:06:43,朱亮亮,0,2865263237235877,30,3,3,null,null,57,3,0,1,null,19,6,2,0,115,2,1,29000,53000,2,1.94E7,0,1090000.0,2020000.0,null,1,0,6,4,0,90000.0,null,265000,8,null,0,0.0,0,null,0,0.0,null,0,0.0,166,16,0,0,1,0,543000.0,0,0,12,1,11,5,6,230000.0,3,23,10000.0,12,7,2,50000.0,0,260000.0,2710000.0,1070000.0,null,286.0,null,0.0,null,0.0,44.0,4,4,1,71.0,1,4,536,10,0,null,null,null,1
10000010000000035,10,2015-05-01 18:06:43,沈年,0,5034075575250375,38,2,3,null,null,6,5,0,0,null,26,6,1,1,70,16,0,34000,64000,0,3.79E7,0,1670000.0,2730000.0,null,1,0,5,8,1,60000.0,null,186000,6,null,0,0.0,0,null,0,0.0,null,0,0.0,41,15,0,0,1,0,393000.0,0,0,13,3,22,23,4,1540000.0,21,15,2840000.0,10,3,1,80000.0,1,560000.0,1730000.0,2990000.0,null,0.0,null,2900.0,null,80.0,233.0,6,6,3,275.0,3,1,638,9,1,null,null,null,0
10000010000000036,10,2015-05-07 18:06:43,刘总,1,3750683286957100,27,2,1,null,null,59,1,0,0,null,5,2,2,0,43,0,1,27000,40000,4,3.17E7,0,1890000.0,2180000.0,null,1,1,8,6,1,90000.0,null,184000,15,null,0,0.0,0,null,0,0.0,null,0,0.0,0,2,0,0,4,3,863000.0,0,3,15,0,23,7,2,1660000.0,22,18,2180000.0,7,21,2,30000.0,1,220000.0,420000.0,1640000.0,null,184.0,null,0.0,null,15.0,17.0,4,4,1,138.0,0,5,402,8,1,null,null,null,1
10000010000000037,10,2015-05-29 18:06:43,韩花,0,8427371466442142,30,2,3,null,null,37,5,1,0,null,17,5,1,2,170,6,1,13000,14000,1,2.88E7,3,1840000.0,1260000.0,null,1,0,10,8,1,70000.0,null,701000,1,null,0,0.0,0,null,0,0.0,null,0,0.0,140,16,0,0,6,5,733000.0,0,2,18,11,11,14,6,10000.0,17,5,2870000.0,10,6,0,0.0,0,970000.0,2320000.0,250000.0,null,198.0,null,0.0,null,0.0,6.0,4,4,1,3.0,0,3,358,3,9,null,null,null,0
10000010000000038,10,2015-05-26 18:06:43,蒋明浩,1,1924043444178382,28,1,1,null,null,17,7,1,0,null,25,2,1,2,36,20,1,27000,63000,4,3.77E7,2,550000.0,1660000.0,null,1,3,8,20,1,80000.0,null,460000,15,null,0,0.0,0,null,0,0.0,null,0,0.0,60,8,0,0,2,0,193000.0,1,1,11,16,17,19,1,540000.0,13,2,220000.0,5,18,0,20000.0,1,330000.0,2930000.0,2270000.0,null,0.0,null,0.0,null,0.0,155.0,4,4,1,160.0,2,2,462,9,7,null,null,null,1
10000010000000039,9,2015-04-03 18:06:43,刘峰,1,9738773098209306,43,2,0,null,null,48,2,1,0,null,20,2,2,1,189,8,0,18000,33000,4,3.19E7,2,1840000.0,80000.0,null,0,1,5,0,0,20000.0,null,37000,11,null,0,0.0,0,null,0,0.0,null,0,0.0,68,9,1,1,3,2,793000.0,0,2,23,0,9,8,5,740000.0,10,21,1590000.0,2,14,0,20000.0,2,940000.0,1010000.0,1450000.0,null,121.0,null,0.0,null,0.0,284.0,6,6,3,154.0,0,3,530,8,6,null,null,null,0
10000010000000040,9,2015-03-18 18:06:43,蒋浩,1,7086158855849836,40,2,1,null,null,34,2,1,0,null,7,2,0,2,137,6,1,28000,67000,3,2.58E7,3,2470000.0,2060000.0,null,1,2,1,1,0,0.0,null,879000,12,null,0,0.0,0,null,0,0.0,null,0,0.0,84,17,0,0,1,0,873000.0,0,0,20,3,17,4,0,1370000.0,17,14,1590000.0,1,10,2,50000.0,1,730000.0,1930000.0,1320000.0,null,0.0,null,2580.0,null,0.0,158.0,4,4,1,225.0,0,3,633,3,2,null,null,null,0
10000010000000041,10,2015-03-18 18:06:43,赵龙,0,2596795347102166,55,3,1,null,null,59,1,0,0,null,4,2,2,2,140,3,1,2000,14000,2,1.95E7,0,100000.0,1880000.0,null,0,2,2,7,0,10000.0,null,402000,18,null,0,0.0,0,null,0,0.0,null,0,0.0,117,11,1,1,2,1,963000.0,0,0,13,9,10,13,2,1810000.0,12,23,960000.0,1,15,1,100000.0,0,720000.0,1860000.0,2290000.0,null,43.0,null,0.0,null,40.0,24.0,5,5,2,155.0,0,6,502,5,6,null,null,null,1
10000010000000042,10,2015-05-28 18:06:43,赵月月,1,6916608908584754,58,1,3,null,null,45,7,0,1,null,30,6,1,2,141,20,1,35000,47000,3,3.63E7,1,890000.0,2150000.0,null,0,3,9,7,1,80000.0,null,739000,15,null,0,0.0,0,null,0,0.0,null,0,0.0,99,2,0,0,2,0,193000.0,0,0,0,7,8,14,1,1860000.0,21,12,1070000.0,22,13,1,70000.0,2,920000.0,350000.0,2470000.0,null,62.0,null,0.0,null,92.0,273.0,4,4,1,117.0,2,2,599,7,10,null,null,null,1
10000010000000043,10,2015-03-16 18:06:43,冯峰,0,3904895038871782,44,0,3,null,null,3,5,1,1,null,13,7,0,2,33,1,1,39000,46000,3,1.01E7,3,1300000.0,1210000.0,null,1,2,3,20,0,40000.0,null,946000,10,null,0,0.0,0,null,0,0.0,null,0,0.0,102,13,0,0,1,0,173000.0,0,0,22,12,3,9,0,1210000.0,8,4,2460000.0,22,22,2,80000.0,2,930000.0,2030000.0,1060000.0,null,0.0,null,0.0,null,276.0,211.0,5,5,2,279.0,2,1,382,3,2,null,null,null,0
10000010000000044,10,2015-06-08 18:06:43,马夜,0,8552666734099772,58,1,3,null,null,24,1,0,0,null,9,1,0,0,101,3,0,22000,50000,0,2.2E7,2,490000.0,1000000.0,null,1,1,2,6,1,90000.0,null,494000,12,null,0,0.0,0,null,0,0.0,null,0,0.0,112,9,1,1,1,0,873000.0,0,0,22,15,20,2,2,840000.0,9,16,290000.0,17,18,0,80000.0,0,160000.0,2670000.0,2540000.0,null,0.0,null,490.0,null,225.0,131.0,4,4,1,176.0,0,2,350,6,7,null,null,null,1
